sale_id,product_id,customer_id,sale_date,quantity_sold,selling_price,region,base_price,cost_price,price_difference,inventory_turnover,recommended_price,discount_flag
S0520,P011,C214,2024-11-07,5,1456.13,Islamabad,1600.0,1000.0,-143.87,0.06,1760.0,1
S0521,P003,C102,2024-04-03,2,342.63,Faisalabad,300.0,120.0,42.63,0.03,312.0,0
S0522,P001,C045,2025-11-24,3,965.04,Lahore,1000.0,650.0,-34.96,0.04,1060.0,1
S0523,P007,C064,2025-04-08,5,2391.44,Lahore,2200.0,1400.0,191.44,0.06,2420.0,0
S0524,P008,C016,2024-04-14,2,837.33,Karachi,900.0,600.0,-62.67,0.03,936.0,1
S0525,P003,C162,2024-07-21,4,297.92,Lahore,300.0,120.0,-2.08,0.05,324.0,1
S0526,P010,C020,2025-08-23,3,2032.84,Lahore,1800.0,1100.0,232.84,0.04,1908.0,0
S0527,P002,C024,2024-07-21,4,1653.49,Islamabad,1500.0,950.0,153.49,0.05,1620.0,0
S0528,P002,C237,2024-02-13,4,1368.99,Faisalabad,1500.0,950.0,-131.01,0.05,1620.0,1
S0529,P007,C098,2026-01-11,4,2252.87,Peshawar,2200.0,1400.0,52.87,0.05,2376.0,0
S0530,P003,C071,2024-12-28,2,338.12,Islamabad,300.0,120.0,38.12,0.03,312.0,0
S0531,P008,C158,2024-06-01,1,948.17,Karachi,900.0,600.0,48.17,0.01,918.0,0
S0532,P011,C141,2024-10-29,4,1604.8,Peshawar,1600.0,1000.0,4.8,0.05,1728.0,0
S0533,P001,C108,2024-03-30,3,995.75,Karachi,1000.0,650.0,-4.25,0.04,1060.0,1
S0534,P011,C206,2025-06-22,2,1692.3,Faisalabad,1600.0,1000.0,92.3,0.03,1664.0,0
S0535,P001,C201,2025-01-26,3,1019.92,Peshawar,1000.0,650.0,19.92,0.04,1060.0,0
S0536,P006,C070,2025-08-02,5,1176.48,Karachi,1200.0,750.0,-23.52,0.06,1320.0,1
S0537,P001,C230,2024-11-22,5,954.76,Islamabad,1000.0,650.0,-45.24,0.06,1100.0,1
S0538,P001,C150,2025-04-28,5,989.36,Karachi,1000.0,650.0,-10.64,0.06,1100.0,1
S0539,P003,C069,2024-04-12,2,319.26,Faisalabad,300.0,120.0,19.26,0.03,312.0,0
S0540,P012,C205,2024-02-27,2,835.14,Peshawar,800.0,500.0,35.14,0.03,832.0,0
S0541,P006,C082,2024-06-26,2,1150.97,Islamabad,1200.0,750.0,-49.03,0.03,1248.0,1
S0542,P010,C145,2024-01-29,3,2046.4,Karachi,1800.0,1100.0,246.4,0.04,1908.0,0
S0543,P010,C045,2024-07-11,4,1863.96,Peshawar,1800.0,1100.0,63.96,0.05,1944.0,0
S0544,P001,C057,2024-04-02,1,958.16,Lahore,1000.0,650.0,-41.84,0.01,1020.0,1
S0545,P009,C158,2025-05-04,1,688.05,Karachi,700.0,450.0,-11.95,0.01,714.0,1
S0546,P003,C217,2024-12-14,2,338.91,Islamabad,300.0,120.0,38.91,0.03,312.0,0
S0547,P001,C235,2024-01-23,2,1046.65,Karachi,1000.0,650.0,46.65,0.03,1040.0,0
S0548,P002,C096,2025-06-22,3,1710.21,Peshawar,1500.0,950.0,210.21,0.04,1590.0,0
S0549,P010,C035,2024-04-13,3,1755.79,Karachi,1800.0,1100.0,-44.21,0.04,1908.0,1
S0550,P012,C045,2025-03-23,4,849.84,Faisalabad,800.0,500.0,49.84,0.05,864.0,0
S0551,P012,C151,2025-09-20,3,764.65,Karachi,800.0,500.0,-35.35,0.04,848.0,1
S0552,P007,C187,2024-11-10,3,2050.04,Lahore,2200.0,1400.0,-149.96,0.04,2332.0,1
S0553,P012,C198,2025-08-09,4,890.15,Faisalabad,800.0,500.0,90.15,0.05,864.0,0
S0554,P001,C208,2024-07-05,5,979.55,Faisalabad,1000.0,650.0,-20.45,0.06,1100.0,1
S0555,P004,C128,2025-10-16,5,2315.07,Karachi,2500.0,1500.0,-184.93,0.06,2750.0,1
S0556,P006,C082,2026-02-02,1,1151.4,Karachi,1200.0,750.0,-48.6,0.01,1224.0,1
S0557,P011,C068,2024-03-31,3,1618.65,Karachi,1600.0,1000.0,18.65,0.04,1696.0,0
S0558,P004,C202,2025-12-10,1,2469.05,Lahore,2500.0,1500.0,-30.95,0.01,2550.0,1
S0559,P012,C188,2024-01-02,1,797.19,Peshawar,800.0,500.0,-2.81,0.01,816.0,1
S0560,P003,C090,2025-02-27,4,336.13,Faisalabad,300.0,120.0,36.13,0.05,324.0,0
S0561,P007,C148,2024-04-13,4,2413.8,Karachi,2200.0,1400.0,213.8,0.05,2376.0,0
S0562,P003,C009,2025-04-07,1,329.94,Islamabad,300.0,120.0,29.94,0.01,306.0,0
S0563,P001,C019,2024-11-22,3,1137.92,Islamabad,1000.0,650.0,137.92,0.04,1060.0,0
S0564,P003,C141,2025-01-19,2,324.9,Lahore,300.0,120.0,24.9,0.03,312.0,0
S0565,P006,C181,2025-08-31,5,1347.97,Lahore,1200.0,750.0,147.97,0.06,1320.0,0
S0566,P007,C112,2025-10-31,2,2314.02,Karachi,2200.0,1400.0,114.02,0.03,2288.0,0
S0567,P001,C049,2024-04-13,3,951.39,Peshawar,1000.0,650.0,-48.61,0.04,1060.0,1
S0568,P012,C073,2025-07-21,5,773.05,Islamabad,800.0,500.0,-26.95,0.06,880.0,1
S0569,P004,C141,2024-04-08,1,2495.56,Peshawar,2500.0,1500.0,-4.44,0.01,2550.0,1
S0570,P003,C023,2024-02-25,3,270.29,Islamabad,300.0,120.0,-29.71,0.04,318.0,1
S0571,P011,C025,2025-10-02,5,1632.13,Lahore,1600.0,1000.0,32.13,0.06,1760.0,0
S0572,P004,C122,2024-06-23,3,2860.66,Lahore,2500.0,1500.0,360.66,0.04,2650.0,0
S0573,P005,C170,2025-02-11,4,3577.96,Islamabad,3500.0,2200.0,77.96,0.05,3780.0,0
S0574,P002,C095,2025-10-19,5,1495.32,Peshawar,1500.0,950.0,-4.68,0.06,1650.0,1
S0575,P006,C113,2024-07-10,4,1093.39,Peshawar,1200.0,750.0,-106.61,0.05,1296.0,1
S0576,P005,C039,2024-08-19,3,3643.72,Lahore,3500.0,2200.0,143.72,0.04,3710.0,0
S0577,P002,C106,2025-11-15,3,1653.07,Faisalabad,1500.0,950.0,153.07,0.04,1590.0,0
S0578,P004,C210,2025-07-20,1,2775.5,Faisalabad,2500.0,1500.0,275.5,0.01,2550.0,0
S0579,P007,C061,2025-07-02,4,2294.99,Peshawar,2200.0,1400.0,94.99,0.05,2376.0,0
S0580,P005,C183,2024-03-21,4,3939.93,Lahore,3500.0,2200.0,439.93,0.05,3780.0,0
S0581,P009,C174,2025-08-07,5,770.08,Faisalabad,700.0,450.0,70.08,0.06,770.0,0
S0582,P003,C043,2024-05-03,4,282.97,Karachi,300.0,120.0,-17.03,0.05,324.0,1
S0583,P004,C175,2024-05-09,1,2514.61,Peshawar,2500.0,1500.0,14.61,0.01,2550.0,0
S0584,P004,C067,2025-10-04,2,2771.32,Islamabad,2500.0,1500.0,271.32,0.03,2600.0,0
S0585,P012,C102,2024-03-09,1,797.62,Faisalabad,800.0,500.0,-2.38,0.01,816.0,1
S0586,P006,C224,2024-10-09,5,1217.45,Lahore,1200.0,750.0,17.45,0.06,1320.0,0
S0587,P012,C108,2025-09-30,5,824.51,Lahore,800.0,500.0,24.51,0.06,880.0,0
S0588,P007,C150,2024-06-02,2,2291.63,Lahore,2200.0,1400.0,91.63,0.03,2288.0,0
S0589,P002,C223,2025-07-30,1,1644.65,Faisalabad,1500.0,950.0,144.65,0.01,1530.0,0
S0590,P006,C125,2025-02-24,3,1194.91,Faisalabad,1200.0,750.0,-5.09,0.04,1272.0,1
S0591,P010,C104,2025-04-29,1,1697.49,Karachi,1800.0,1100.0,-102.51,0.01,1836.0,1
S0592,P010,C228,2025-09-15,4,1637.45,Islamabad,1800.0,1100.0,-162.55,0.05,1944.0,1
S0593,P012,C236,2024-08-31,1,869.15,Islamabad,800.0,500.0,69.15,0.01,816.0,0
S0594,P006,C078,2024-01-21,3,1325.22,Islamabad,1200.0,750.0,125.22,0.04,1272.0,0
S0595,P005,C059,2025-05-18,1,4000,Karachi,3500.0,2200.0,500.0,0.01,3570.0,0
S0596,P005,C083,2026-01-31,4,3827.28,Islamabad,3500.0,2200.0,327.28,0.05,3780.0,0
S0597,P012,C049,2025-03-02,5,849.11,Peshawar,800.0,500.0,49.11,0.06,880.0,0
S0598,P004,C223,2025-02-20,4,2724.68,Islamabad,2500.0,1500.0,224.68,0.05,2700.0,0
S0599,P001,C182,2025-06-11,2,916.4,Faisalabad,1000.0,650.0,-83.6,0.03,1040.0,1
S0600,P007,C008,2024-05-18,5,2463.63,Karachi,2200.0,1400.0,263.63,0.06,2420.0,0
